en,ko
Drew walks by me,드루는 내 옆을 지나가
"Like it's basketball, I drop 50-pointer on my wrist",농구처럼 손목에 50점짜리 던졌어
"When I make it there, when I make it there","내가 거기에 도달하면, 내가 거기에 도달하면"
"How to make you feel like a man, yeah","남자처럼 느끼게 만드는 방법, 그래"
I just wanna go back,난 그저 돌아가고 싶어
Konvict,콘빅트
Blow it real nice for me (blow it real nice for me),멋지게 다 써버려줘 (멋지게 다 써줘)
Try not to abuse your power,네 힘을 남용하지 않으려 해
Don't let me down,무너지지 마
Helicopters fly over the beach,헬리콥터가 해변 위를 날아가
Tell me are you the ghost of jealousy?,"말해봐, 네가 질투의 유령이니?"
And it led me to a miracle,그리고 그건 나를 기적으로 이끌었어
Everybody said it would hurt in the end,모두들 끝엔 아플 거라고 했어
Everybody get down if you feel me,내가 느껴지면 모두 엎드려
"They just wanna see me fall apart, apart , oh-oh","그들은 그저 내가 산산조각나는 걸 보고 싶어 해, 해(그래), 오-오"
"Fresh boy, pull up and we lay low","상큼한 소년, 나타나서 우린 낮게 눕지"
"Diamonds don't shatter, beautiful and battered","다이아몬드는 깨지지 않아, 아름답고 상처 입었지"
Nobody said it was easy,아무도 쉽다고 말하지 않았어
"Even harder to say, when you know it's not true",진실이 아니라는 걸 알면서 말하기는 더 어렵지
"Wall telling me they full of pain, resentment",벽은 고통과 후회로 가득 차 있다고 내게 말해
"But if this was a movie, you'd be here by now",하지만 이게 영화라면 넌 지금쯤 여기 있었을 거야
You and all your bullshit,너와 네 모든 헛소리들
It make her weak when she hear it,그 소리를 들으면 그녀는 약해져
"If you want me, better bet higher","날 원한다면, 더 높이 걸어야 해"
Everest is only a mountain,에베레스트는 단지 하나의 산일 뿐이야.
Maybe I just wanna fly,아마 난 그냥 날고 싶은 걸지도 몰라
"Give you chills, get you crying in the club, babe","소름 돋게 하고, 클럽에서 널 울게 만들 거야, 자기야"
"In the foyer, take a number",홀에서 번호표를 뽑아
There's not much that you can say,네가 할 말도 많지 않아
So many pretty girls around me and they waking up the rocket,"내 주위에 너무나 예쁜 여자들이 많아, 로켓을 깨우네"
I felt taken by lust's strange inhumanity,욕망의 기묘한 비인간성에 사로잡힌 기분이었어
When I'm down and out,내가 추락했을 때
"So just forget about the world, we're young tonight","그러니 세상은 잊어, 오늘 밤 우린 젊어"
And I can't breathe,숨을 쉴 수가 없어
People couldn't believe what I'd become,사람들은 내가 된 모습을 믿지 못했지
When my favorite song's spinning in my head,내 가장 좋아하는 노래가 머릿속에 울릴 때
I'm not made out of steel,난 강철로 만들어지지 않았어
Whistle to myself,혼자 휘파람을 불어
"You don't want me to, don't want me to","넌 내가 그러길 원하지 않아, 원하지 않아"
I know what we're supposed to do,우리가 해야 할 일을 난 알아
Don't be afraid to be who you are,네 자신이 되는 걸 두려워하지 마.
And he just might make me smile,그리고 그는 어쩌면 날 웃게 만들지도 몰라
All you had to do was (stay) oh,네가 해야 했던 건 (머무는 것뿐) 오
Hate it that they moved the tooth for they like to be under me,그들이 이를 움직여서 내가 아래에 있기를 좋아하는 게 싫어
Well uhm-uhm-uhm,음-음-음
"And she don't have to ask (ooh, ooh)",그녀가 묻지 않아도 돼 (오-오)
"To the music, music","음악에 맞춰, 음악에"
And I don't wanna let this go,그리고 난 이걸 놓고 싶지 않아
Why'd you come around me with an ass like that?,왜 그렇게 엉덩이 끌고 내 앞에 온 거야?
"The ox and lamb kept time, pa-rum-pa-pum-pum","황소와 새끼양도 박자를 맞췄지, 파-럼-파-펌-펌"
"I just wanna take that ride (we can just, dance to this)","그저 그 드라이브를 타고 싶어 (우리 그냥, 이 노래에 춤출 수 있어)"
Would lie for you,널 위해 거짓말할 수도 있어
"I'm not your friend or anything, damn","난 네 친구도 아니야, 젠장"
Give me something I wanna see,내가 보고 싶은 무언가를 줘
You paint me blue sky,넌 내게 푸른 하늘을 그려줬어
Know that we'll still have each other,우린 여전히 서로가 있다는 걸 알아
"Is everything you needed, yeah, yeah, yeah (needed, needed, needed, needed, yeah)","그게 네가 필요했던 전부야, 그래, 그래, 그래 (필요한, 필요한, 필요한, 필요한, 그래)"
So lemme sip this slow,천천히 이거 한 모금만 하게 해줘
"Once in 20 lifetimes, I","스무 평생에 한 번, 난"
"Cause her friends go dey gum her like chewing gum, whoa (mm-hm)","왜냐면 그녀의 친구들이 풍선껌처럼 달라붙을 테니까, 워 (흠)"
When it comes to you (to you),네게 닿을 때 (너에게)
"I just can't refuse it, like the way you do this","거부할 수 없어, 네가 하는 방식이 마음에 들어"
Send girls to wishing wells,소녀들을 소원 우물로 보내
Merry Christmas everybody,"메리 크리스마스, 모두들"
But your close friends always seem to know,하지만 네 가까운 친구들은 늘 알아채는 것 같아
I know it's sayin' too much,나는 너무 많이 말한다고 알아
(Look what you just made me do) I'm sorry,(네가 방금 나를 뭐하게 만든지 봐) 미안해
Otra vez me tienes en depresión,또 넌 날 우울하게 만들어
And it made her blind,그리고 그건 그녀를 눈멀게 했어
I know it's all my fault,모두 내 잘못이야
"Cause if it's aching, you have to rub it","아프다면, 문질러 달래야 하니까"
They'll tell you I'm insane (insane),그들은 내가 미쳤다고 말할 거야 (미쳤어)
"Cause girl you're perfect (Girl, you're perfect)","왜냐하면, 넌 완벽하니까 (넌 완벽해)"
Won't finish what you started,네가 시작한 걸 끝내지 못해
You disappear,넌 사라져
"Forget what I'm trying to say, oh, oh","내가 하려던 말 다 잊어버려, 오, 오"
They're makin' me question my heart and my soul,그들은 내 마음과 영혼을 의심하게 만들고
Hypnotized by the lights,빛에 홀려버렸어
"Oh, no-no, don't be shy, just take my hand, and hold on tight","오, 아니, 수줍어하지 마, 내 손을 잡고 꽉 붙잡아"
Punished you with silence,침묵으로 너를 벌했어
It isn't hell if everybody knows my name tonight,오늘 밤 모두가 내 이름을 안다고 해서 지옥인 건 아니야
He a-a-ate my heart (oh-oh; I love that girl),그는 내 심장을 먹었어 (오-오; 난 그 소녀가 좋아)
"Don't you ask, you know you're allowed, allowed","묻지 마, 네가 허락된 걸 알잖아, 허락된"
I'm free and I love to be free,"난 자유로워, 그리고 자유인 게 좋아"
"Ooh, better day than yesterday (keep cuttin' up)","오, 어제보다 더 나은 날 (계속 잘라내)"
I came in with good intentions then I let it go,나는 선한 의도로 왔지만 결국 놓아버렸어
Rising in the east,동쪽에서 떠오르며
"Only one (I gotta tell ya, gotta tell ya)","단 하나뿐이야 (말해야 해, 말해야 해)"
"Now I can't keep you from loving him, you made up your mind","이제 널 그가 사랑하는 걸 막을 수 없어, 네가 이미 마음을 정했어"
"Inside my heart, there's nothin' but a burning flame",내 마음속엔 타오르는 불길밖에 없어
Echoes of your footsteps on the stairs,계단에 울리는 네 발걸음의 메아리
Hearing you whisper through the phone,전화기 너머로 네가 속삭이는 걸 들을 때
Cause it will never be,그건 절대 될 수 없으니까
"You played for me, oh oh","너는 나를 위해 연주했어, 오 오"
Does that mean I'm not really here?,그럼 내가 여기 없는 건가?
"Big Cuban link, don't need no pendant","굵은 쿠반 링크, 펜던트 따윈 필요 없어"
So catch up,그러니 따라잡아
"All of a sudden, I'm hypnotized",갑자기 난 최면에 걸린 것 같아
Would you lay down in my arms and rescue me?,넌 내 품에 누워 날 구해줄래?
You said you thought she was your age,넌 그녀가 네 나이라고 생각했다고 했지
"Come on lay your hands, your hands on me",어서 내게 손을 얹어줘
Ringtone on silent,벨소리 무음
You got on my favourite dress,네가 내가 제일 좋아하는 드레스를 입었네
"Pierced through the heart of 90's guilt (maybe I'm the problem, it's me)","90년대의 죄책감에 가슴이 뚫려 (아마 문제는 나일 거야, 바로 나)"
"Get Ginger ready, climb to El Camino front","진저를 준비시키고, 엘 카미노 앞자리로 올라타"
"Run, run, run","달려, 달려, 달려"
"Not finished with you yet, no","아직 널 끝내지 않았어, 아니"
Devil on my lap and a cross on my neck,"악마는 내 무릎 위, 십자가는 내 목에"
Russian roulette is not the same without a gun,러시안 룰렛은 총 없이 똑같지 않아
"And I believe, I do believe her when she speaks","그리고 난 믿어, 그녀가 말할 때 난 믿어"
"Can't sleep, can't eat","잠도 못 자고, 밥도 못 먹고"
"But together, we can be alright",하지만 함께라면 우린 괜찮을 수 있어 (응)
"I want your horror, I want your design","네 공포를 원해, 네 디자인을 원해"
Put 'em high (Put 'em high),손을 높이 들어 (손을 들어)
But you're still warm,그래도 넌 따뜻해
"I need to be the one who takes you home, yeah","널 집에 데려다줄 사람은 내가 되어야 해, 그래"
"But wasn't always, will be","하지만 항상 그런 건 아니었어, 앞으로는 그럴 거야"
Now he shooting his shot like drive-by,이제 그는 드라이바이처럼 샷을 날려
Everybody sing,모두 노래하라
"I'll never leave you now (I might die on the beat, love)","난 이제 절대 널 떠나지 않을 거야 (비트 위에서 죽을지도 몰라, 사랑)"
Just close your eyes,그냥 눈을 감아
"Oh, just be each other's company","오, 그냥 서로의 벗이 되자"
"Girl, you know you're perfect from","소녀야, 넌 완벽하다는 걸 알잖아"
No,아니
"And wait on me, darling","그리고 날 기다려줘, 자기야"
Along the lonely road of the heart,외로운 마음의 길을 따라
Sweat drippin' off me,땀방울이 흐르고
And you don't ever answer,넌 절대 대답하지 않아
"It's in and out of my life, driving me crazy","내 삶을 들락날락해, 날 미치게 해"
Cause if you ever feel neglected,왜냐하면 네가 만약 무시당한다고 느낄 때
Cause girl my heart is breaking (heart is breaking),내 심장이 부서지고 있으니까 (심장이 부서져)
Chestnuts roasting like a hot July,밤하늘처럼 타오르는 밤의 장작
When will (when will) you quit wastin' your time?,언제쯤 네가 넌 시간 낭비를 그만둘래? (언제쯤)
Put me in a fragile state,날 연약한 상태로 만들고
There's nothing left to save now,이제 구할 건 아무것도 남지 않았어
"Though I'm with you, I am far away",네 곁에 있어도 난 멀리 있어
"I wanna know if you feeling, the way that I, the way that I","네가 내 기분을 느끼는지 알고 싶어, 내가, 내가"
My head don scatter eh,내 머리가 흐트러져
"What do I do with all this time, yeah?","이 모든 시간을 어떻게 해야 하지, 그래?"
My winter nights are taken up by static,내 겨울밤은 잡음으로 가득 차 있어
"She pulls me in enough to keep me guessin', hmm","그녀는 날 끌어당겨 계속 궁금하게 해, 흠"
"If I was unbreakable (the story, la-la-la-la-la-la, la-la-la-la-la-la)","만약 내가 깨지지 않는다면 (이야기, 라라, 라라)"
"You're my best friend, I'll love you forever","넌 내 가장 친한 친구야, 난 널 영원히 사랑할 거야"
