en,ko
"Hoist you up, baby girl, that's my word","널 들어 올릴 거야, 베이비 걸, 그게 내 약속이야"
"I was a flight risk, with a fear of falling",난 추락에 대한 두려움을 가진 도망자였어
And she'll keep playing until I let her go,그리고 난 놓아줄 때까지 그녀는 계속 놀 거야
"Show me a better way, I wish you would","더 나은 길을 보여줘, 네가 그랬으면 해"
But I wouldn't have done all the things that I have done,하지만 난 내가 했던 모든 일들을 하지 않았을 거야
Rather be tied up with calls and not strings,"차라리 전화에 매여 사는 게 낫지, 끈에 묶이는 건 싫어"
"Look at him, ah, look at me","그를 봐, 아, 날 봐"
Got me walkin' side to s-,넌 날 좌우로 걷게 해
Dance on the ceiling,천장에서 춤춰
It's all I desire,그게 내가 바라는 전부야
Kylie,카일리
You made a rebel of a careless man's careful daughter,넌 부주의한 남자의 신중한 딸을 반항아로 만들었어
"I tell myself, I tell myself ""Don't tell her nothin","나는 스스로에게 말해, 말해 ""아무것도 말하지 마"
Used to be afraid of love and what it might do,사랑과 그가 할지도 모를 일들을 두려워했어
"Gotta live my truth, not keep it bottled in","진실을 살자, 병에 가두지 마"
But then the heating may be down again,하지만 난방이 또 나갔을지도 몰라
You say it's not a sword,넌 그게 칼이 아니라고 말해
Mixed with rock and roll,록앤롤과 섞여
"La-la-la, la-la-la-la (girl, I'm tryna give you this)","라-라-라, 라-라-라-라 (자기야, 너에게 이걸 주려고 해)"
I know you're mad 'cause I found out,네가 화난 이유는 내가 알아냈기 때문이지
The heart of me?,내 안의 심장을
Floating up and dreamin,떠올라 꿈꾸고
"Want you in my rear window, baby, you're sick","내 뒷유리 속에 널 보고 싶어, 자기야, 넌 미쳤어"
You save me,넌 날 구해줘
And I'm not sorry,그리고 미안하지 않아
"Should've fucking rolled, but I fucking pulled","굴렀어야 했는데, 난 그냥 끌어당겼어"
And forget where I'm from,그리고 내가 어디 출신인지 잊어버려
"Step outside, 'cause summertime's in bloom","밖으로 나가, 여름이 만발했으니까"
"But together, we can be alright",하지만 함께라면 우린 괜찮을 수 있어 (응)
Every thought when it gets late,밤이 깊어질수록 떠오르는 모든 생각
Nothing but net when we shoot,"슛, 던지면 다 골대 안이야"
Wonder if she is going to stay,그녀가 머물지 궁금해
"As long as we're together, no, I can't get much higher, high, high","우리가 함께 있는 한, 난 더 이상 올라갈 수 없어, 더 높이, 더 높이"
"Just try not to worry, you'll see us some day","걱정하지 않으려 해봐, 언젠가 우리를 보게 될 거야"
"You've got, yeah, you've got a higher","넌, 그래, 넌 더 높은 힘을 가졌어"
"So I won't hesitate no more, no more","그러니 난 더 이상 망설이지 않을 거야, 더는"
Go ahead and throw your stones,계속 돌을 던져봐
She takes the long way home,그녀는 집으로 돌아오는 길을 멀리 돌아가
"Let's get physical (physical, physical)","피지컬하게 가자 (피지컬, 피지컬)"
He's the reason for the teardrops on my guitar,그는 내 기타 위 눈물의 이유야
To the fullest extent (no lie),끝까지 (거짓말 아냐)
"Leave home, feel the wind blow","집을 나서, 바람이 부는 걸 느껴"
She know where you are,네가 어디 있는지 알아
"Strangers, killing my lonely nights with strangers","낯선 사람들, 낯선 사람들과 외로운 밤을 보내며"
Leave 'em burning and then you're gone,불태우고는 사라져
You see! I never met a girl just like you,봐! 난 너 같은 여자는 한 번도 못 만났어
But I got over what you did already,하지만 네가 한 짓은 벌써 극복했어
You take up every corner of my mind,넌 내 마음의 모든 구석을 차지해
"I want your ugly, I want your disease","네 추한 면을 원해, 네 병까지 원해"
Home with their fathers,아버지와 함께 집으로
"I need this crap, huh?","이 지긋지긋한 게 필요해, 응?"
Don't want no bloodshot eyes,충혈된 눈 따윈 원치 않아
"If I could, I'd trade it all","할 수 있다면, 전부 바꿀 텐데"
"Is about to kill, ah","죽이려 해, 아"
Til the daylight died,햇빛이 사라질 때까지
We'll hold each other 'til we see the sunlight,우린 서로를 안고 햇살을 볼 때까지 있을 거야 (그래)
Pero yo sé que,하지만 난 알아
Garage glamorous,차고의 화려함
"It's gettin' real, I'm missing you deeply","점점 현실이 돼, 네가 너무 그리워"
I can take you places you ain't never been before,널 한 번도 가본 적 없는 곳으로 데려갈 수 있어
"Gorgeous, make 'em drop dead, you're a killer","눈부시게 아름다워, 모두를 쓰러뜨려, 넌 킬러야"
"Uhh baby, come back, come back","어, 자기야, 돌아와, 돌아와"
Will you be there?,네가 거기 있어줄래?
When you said you needed space,네가 공간이 필요하다고 했을 때
Drunk and grumbling on about how I can't sing,취해선 내가 노래 못한다며 불평했지
(The power that you have),(네가 가진 그 힘)
All you had to do was (stay),네가 해야 했던 건 (머무는 것뿐)
"He ate my heart (uh-uh-uh-uh, uh)","그가 내 심장을 삼켰어 (우-우-우-우, 우)"
And hand in hand we'll take a walk outside,그리고 손을 맞잡고 밖을 걸을 거야
And it feels so priceless to me,그리고 그건 내게 너무 소중하게 느껴져
"My life, my love, my drive it came from","내 삶, 내 사랑, 내 동력은 거기서 나왔어"
"I know it hurts to smile, but you try to","웃는 게 아픈 거 알아, 그래도 넌 애써 웃어"
"Oh, I really like you, babe","오, 난 네가 정말 좋아, 베이비"
And that's too much,그건 너무 과해
For every treasure that is hiding,숨겨진 모든 보물을 위해
I'm feeling like I've missed you all this time,마치 그동안 널 그리워했던 것 같아
You're trying to fill the void with a couple boys,넌 몇몇 남자들로 공허함을 채우려 해
My girl and me (woo-doo-doo-doo-doo),내 여자와 나 (우-두두)
Your love stays with me day and night,네 사랑은 밤낮으로 내 곁에 머물러
"Man, we stepping out, like woah, oh God","이봐, 우린 밖으로 나가, 와우, 오 신이여"
But I always seem to disappear again,하지만 난 항상 다시 사라지는 것 같아
But I still mean every word I said to you,하지만 난 여전히 네게 한 말 하나하나를 진심으로 뜻해
"C'mon, yeah","가자, 예"
"Yeah, you make me feel","그래, 넌 날 그렇게 느끼게 해"
Papa-paparazzi,파파-파파라치
"It's a little bit funny, this feeling inside",이 안에서 느껴지는 이 감정이 조금 우스워
"Someone's talking back, yeah, they're talking back, oh","누군가 대답하고 있어, 그래, 대답하고 있어, 오"
(a word they say),(사람들이 하는 말)
And come what may my faith's unshakeable,무슨 일이 있어도 내 믿음은 흔들리지 않아
If you're looking into her eyes,네가 그녀의 눈을 바라보고 있다면
"Cause, baby, when push comes to shove","왜냐면, 베이비, 일이 닥치면"
Breaking all the rules,모든 규칙을 깨뜨리며 (오-오)
Yeah,그래
Sing it loud and clear,크게 또렷하게 불러
Cause all I need is a beauty and a beat,왜냐면 내가 필요한 건 아름다움과 비트뿐이야
"Mm, mhm, mhm","음, 음음, 음음"
"I gotta get my body moving, shake the stress away","내 몸을 움직여야 해, 스트레스를 털어버려야 해"
I keep on waiting for a sign,신호를 기다리며 계속 있어
You're a good girl and you're smart,넌 착하고 영리한 소녀야
Just wanna touch you for a minute,잠깐이라도 널 만지고 싶어
But it's Christmastime,하지만 지금은 크리스마스야
But what's a boy to do,하지만 소년은 뭘 해야 할까
You got me losin' all my cool,넌 내 차분함을 모두 잃게 해
"You're no good for me, darling","넌 내게 좋지 않아, 내 사랑 (아)"
It's all 'bout you when the music makes you move,음악이 널 움직이게 할 때 그건 모두 네 얘기야
You'll never feel like you're alone,넌 절대 혼자인 기분이 들지 않을 거야
I finally learned my lesson,마침내 난 교훈을 배웠어
He's loading lots of toys and many goodies on his sleigh,그는 썰매에 장난감과 선물을 가득 싣고 있어
You always will be my summer love,넌 항상 내 여름 사랑일 거야
He's gonna burn this house to the ground,그는 이 집을 불태워 버릴 거야
I've been movin' on since we said goodbye,우리가 작별 인사를 한 이후로 난 계속 앞으로 나아가고 있어
Ayy love,에이 사랑
"We make it nice (c'mon it's so nice, nice, nice)","우린 멋지게 만들어 (자, 정말 멋져, 멋져, 멋져)"
Said there's nothing that we can't do when we're dancing,춤출 때 우린 못할 게 없다고 했지
Lonely when you're in his arms,그의 품 안에 있을 때 외로워
"But my lungs so muddy, I love the way it tastes","하지만 내 폐는 너무 탁하고, 그 맛을 사랑해"
"Do a lil' spin, do it again, shit","조금 돌고, 다시 해봐, 젠장"
"(I guess we're ready for the summer) (cool, cool, cool, cool)","(우린 여름을 맞을 준비가 된 것 같아) (쿨, 쿨, 쿨, 쿨)"
"I'm dying in emotion, it's my world in fantasy","난 감정 속에 죽어가, 이건 내 환상의 세상"
"We'll hold each other 'til we see the sunlight (ooh, yeah)","우린 서로를 안고 햇살을 볼 때까지 있을 거야 (오, 그래)"
We were both young when I first saw you,처음 널 봤을 때 우린 둘 다 어렸어
"Come on, baby, with me","어서 와, 자기야, 나와 함께"
The plans that we've made,우리가 세운 계획들
Just smile and wave and be okay,그냥 웃고 손 흔들며 괜찮은 척해
"Gravity, release me","중력아, 날 놓아줘"
Didn't get the chance to,그럴 기회를 얻지 못했어
It isn't hell if everybody knows my name tonight,오늘 밤 모두가 내 이름을 안다면 그건 지옥이 아니야
"Have tired, lifeless eyes 'cause you burned them out","지쳐버린, 생기 없는 눈, 넌 그들을 다 태워버렸잖아"
"You don't love me, so let me go now","넌 날 사랑하지 않아, 그러니 이제 날 떠나줘"
"If you wanna run away with me, I know a galaxy","나랑 도망가고 싶다면, 은하계를 알아"
Done lookin' for signs in the gaps and the silence,빈틈과 침묵 속에서 신호를 찾는 짓은 그만뒀어
And smooth-talkin' hucksters out glad-handin' each other,"교묘하게 말하는 장사꾼들, 서로 악수하며 웃고"
(I wanna make a video to our future selves),(우리 미래의 우리에게 보낼 영상을 찍고 싶어)
(There's just a bass in the line) safe to inhale,(줄 속의 베이스뿐이야) 안심하고 들이마셔
So say that you're coming home,그러니 집에 온다고 말해줘
"He said, ""Look at you, worrying so much about things you can't change","그가 말했어, ""바꿀 수도 없는 일에 그렇게 걱정하다니"
(We are born of) one breath,(우린 태어났어) 한숨으로
"And you can try to stop my dancing feet, but I just cannot stand still!","그리고 넌 내 춤추는 발을 막으려 하겠지만, 난 그저 가만히 서 있을 수 없어!"
Swimming on a sea of faces,얼굴들의 바다를 헤엄치며
"Got the box, I want the new thing, yeah","상자를 얻었어, 난 새로운 걸 원해, 예"
Thought I knew the code,규칙을 안다고 생각했어
I'm over feeling faded,희미해지는 기분은 이제 끝났어
Light it up like dynamite,다이너마이트처럼 불을 붙여
Cause you really miss dem days,네가 그 시절을 정말 그리워하니까
"Come into the light, don't you think to run a mile","빛으로 들어와, 도망칠 생각은 하지 마"
Just want your sex (want your sex),그냥 네 섹스를 원해 (네 섹스를 원해)
"Back and forth from New York, sneaking in your bed","뉴욕을 오가며, 네 침대에 몰래 들어가"
It's just sitting there laughing at me,그냥 앉아서 나를 비웃고 있어
"Filter that, baby, bump that track","필터를 걸어, 자기야, 그 트랙을 크게 틀어"
Back into the hole where I was born,내가 태어난 구멍으로 다시
